Customer ID,Date,Time,Item,Quantity,Price,Payment Method,Customer Satisfaction,Weather,Temperature (°C),Total Amount
7260256342,2025-10-05,14:30,Drink,1,15.0,Card,3,Cloudy,24,15
6745642400,2025-10-11,14:40,Samosa,3,20.0,Card,5,Rainy,27,60
8893252880,2025-10-04,13:10,Coffee,1,25.0,Cash,5,Rainy,20,25
9064842294,2025-10-26,14:45,Tea,1,10.0,Cash,4,Rainy,27,10
8858333945,2025-10-25,12:10,Salad,1,50.0,Cash,3,Sunny,33,50
7136783777,2025-10-02,11:00,Salad,2,50.0,Card,3,Sunny,37,100
9972965902,2025-10-15,12:20,Burger,1,55.0,Card,3,Sunny,31,55
7314659116,2025-10-26,13:35,Salad,1,50.0,Card,3,Cloudy,27,50
9674783667,2025-10-07,13:45,Sandwich,2,45.0,Mobile Payment,5,Cloudy,24,90
8925556258,2025-10-20,11:15,Maggi,1,35.0,Cash,5,Sunny,32,35
7168739774,2025-10-27,13:35,Dosa,1,45.0,Cash,3,Cloudy,25,45
8282417248,2025-10-16,12:45,Coffee,1,25.0,Cash,3,Cloudy,26,25
6401051238,2025-10-10,11:05,Idli,1,30.0,Cash,5,Cloudy,32,30
6345054156,2025-10-14,11:05,Idli,2,30.0,Mobile Payment,5,Sunny,33,60
9287431527,2025-10-29,14:55,Idli,1,30.0,Mobile Payment,3,Cloudy,30,30
8899441715,2025-10-27,11:05,Dosa,1,45.0,Cash,4,Sunny,35,45
6164005242,2025-10-29,11:45,Tea,1,10.0,Card,5,Rainy,23,10
8512405682,2025-10-07,11:05,Samosa,1,20.0,Mobile Payment,4,Sunny,36,20
6772625701,2025-10-26,14:25,Burger,1,55.0,Cash,3,Sunny,35,55
9189141173,2025-10-25,12:30,Sandwich,1,45.0,Cash,4,Sunny,32,45
7933051728,2025-10-17,13:50,Sandwich,1,45.0,Mobile Payment,4,Sunny,31,45
7521818835,2025-10-30,12:50,Coffee,1,25.0,Card,4,Cloudy,25,25
7555439878,2025-10-03,12:10,Idli,1,30.0,Mobile Payment,3,Sunny,37,30
8346247510,2025-10-02,11:00,Sandwich,2,45.0,Mobile Payment,3,Cloudy,25,90
8722820055,2025-10-23,13:15,Coffee,3,25.0,Mobile Payment,3,Sunny,32,75
9263689702,2025-10-28,14:30,Idli,1,30.0,Card,5,Sunny,37,30
6586518506,2025-10-15,14:25,Tea,1,10.0,Cash,3,Cloudy,28,10
8198253092,2025-10-27,14:55,Dosa,2,45.0,Card,3,Sunny,34,90
7445655743,2025-10-27,14:55,Burger,3,55.0,Mobile Payment,4,Sunny,31,165
8562386922,2025-10-07,12:40,Burger,2,55.0,Mobile Payment,4,Cloudy,32,110
6843256216,2025-10-31,14:15,Drink,2,15.0,Cash,4,Sunny,37,30
7588916375,2025-10-29,12:05,Coffee,1,25.0,Mobile Payment,3,Cloudy,25,25
7293183933,2025-10-10,12:35,Maggi,1,35.0,Mobile Payment,4,Sunny,33,35
7748969108,2025-10-12,12:55,Sandwich,1,45.0,Cash,5,Sunny,33,45
8086211823,2025-10-17,14:45,Tea,1,10.0,Cash,5,Sunny,31,10
9784872829,2025-10-08,12:15,Coffee,3,25.0,Cash,4,Sunny,30,75
7825867362,2025-10-13,14:40,Idli,1,30.0,Card,4,Sunny,38,30
6595148465,2025-10-08,12:30,Samosa,1,20.0,Card,2,Cloudy,28,20
9784872829,2025-10-13,12:35,Tea,3,10.0,Card,4,Cloudy,24,30
7713611155,2025-10-24,12:00,Samosa,2,20.0,Card,5,Cloudy,27,40
6618091901,2025-10-30,11:20,Maggi,1,35.0,Cash,3,Cloudy,28,35
7494466574,2025-10-25,11:05,Burger,1,55.0,Card,4,Rainy,28,55
6605297516,2025-10-29,13:05,Salad,2,50.0,Mobile Payment,4,Sunny,37,100
9413836702,2025-10-13,13:05,Salad,1,50.0,Mobile Payment,4,Sunny,36,50
7543107427,2025-10-09,12:15,Sandwich,1,45.0,Card,3,Sunny,38,45
7597746886,2025-10-14,14:25,Tea,2,10.0,Card,3,Sunny,35,20
6469632595,2025-10-02,11:30,Samosa,1,20.0,Card,3,Cloudy,30,20
8317139005,2025-10-05,13:25,Dosa,2,45.0,Cash,3,Rainy,22,90
6864168622,2025-10-11,11:25,Salad,1,50.0,Mobile Payment,5,Sunny,31,50
7318195883,2025-10-03,14:30,Samosa,1,20.0,Card,3,Sunny,34,20
8455884506,2025-10-11,13:25,Samosa,1,20.0,Cash,4,Cloudy,30,20
7524191380,2025-10-21,11:05,Tea,1,10.0,Cash,4,Cloudy,31,10
9190659401,2025-10-11,13:55,Tea,1,10.0,Cash,5,Sunny,37,10
7532447209,2025-10-07,14:35,Coffee,1,25.0,Card,3,Sunny,32,25
9418625652,2025-10-11,12:50,Samosa,2,20.0,Cash,4,Cloudy,24,40
7933051728,2025-10-05,11:25,Drink,1,15.0,Card,4,Rainy,28,15
7233206163,2025-10-27,13:35,Salad,2,50.0,Card,3,Cloudy,25,100
6043006848,2025-10-13,11:40,Samosa,2,20.0,Mobile Payment,3,Sunny,31,40
9947284639,2025-10-07,14:30,Samosa,1,20.0,Card,3,Sunny,30,20
6544796275,2025-10-18,14:55,Dosa,2,45.0,Mobile Payment,3,Sunny,32,90
7164752553,2025-10-31,12:15,Tea,2,10.0,Cash,4,Sunny,35,20
7476870146,2025-10-15,14:45,Tea,2,10.0,Cash,5,Sunny,33,20
8192832764,2025-10-07,13:25,Samosa,1,20.0,Card,4,Sunny,35,20
9347143455,2025-10-25,14:10,Coffee,3,25.0,Card,3,Sunny,38,75
8627048281,2025-10-22,12:35,Coffee,2,25.0,Cash,3,Sunny,33,50
8624220102,2025-10-30,11:50,Salad,1,50.0,Cash,3,Sunny,31,50
8678669125,2025-10-15,14:35,Tea,1,10.0,Mobile Payment,5,Sunny,35,10
7660937966,2025-10-01,14:40,Tea,1,10.0,Cash,5,Cloudy,28,10
9868793741,2025-10-19,12:50,Idli,1,30.0,Mobile Payment,4,Rainy,26,30
9465193982,2025-10-25,13:50,Samosa,1,20.0,Mobile Payment,4,Sunny,32,20
7933051728,2025-10-26,12:05,Drink,1,15.0,Cash,4,Sunny,35,15
9482366299,2025-10-07,13:20,Coffee,1,25.0,Card,2,Sunny,30,25
9954538179,2025-10-04,12:40,Samosa,2,20.0,Cash,3,Sunny,32,40
9933410166,2025-10-06,14:10,Sandwich,1,45.0,Cash,5,Rainy,27,45
7544948126,2025-10-11,12:00,Burger,1,55.0,Cash,3,Rainy,22,55
8717464887,2025-10-04,14:40,Burger,1,55.0,Card,4,Sunny,33,55
7578452182,2025-10-08,13:55,Idli,1,30.0,Mobile Payment,4,Sunny,34,30
7241797497,2025-10-27,13:25,Salad,2,50.0,Mobile Payment,3,Rainy,23,100
6934667665,2025-10-05,11:55,Idli,2,30.0,Mobile Payment,3,Sunny,35,60
7689980940,2025-10-04,11:00,Salad,1,50.0,Cash,3,Cloudy,27,50
6801006231,2025-10-22,11:20,Tea,3,10.0,Cash,1,Rainy,25,30
7962185188,2025-10-14,14:25,Burger,2,55.0,Mobile Payment,1,Cloudy,32,110
8086211823,2025-10-04,12:55,Sandwich,2,45.0,Card,4,Cloudy,25,90
7273158514,2025-10-08,13:30,Maggi,1,35.0,Mobile Payment,5,Cloudy,30,35
8654722698,2025-10-01,11:15,Sandwich,1,45.0,Mobile Payment,3,Sunny,36,45
7578452182,2025-10-19,13:45,Burger,1,55.0,Card,5,Cloudy,28,55
8775949299,2025-10-22,14:00,Idli,1,30.0,Cash,5,Rainy,28,30
6219656523,2025-10-19,13:30,Drink,1,15.0,Cash,1,Cloudy,32,15
8717464887,2025-10-03,13:10,Dosa,3,45.0,Cash,4,Sunny,30,135
7219719975,2025-10-18,14:20,Idli,1,30.0,Cash,3,Sunny,31,30
9189490580,2025-10-25,11:55,Salad,1,50.0,Cash,5,Sunny,34,50
7278774701,2025-10-18,11:40,Salad,1,50.0,Card,4,Sunny,36,50
6544796275,2025-10-29,12:05,Salad,4,50.0,Mobile Payment,4,Rainy,23,200
8339421047,2025-10-15,14:50,Burger,2,55.0,Cash,5,Rainy,21,110
8467854458,2025-10-12,12:00,Salad,1,50.0,Card,3,Sunny,30,50
6366210388,2025-10-06,11:30,Idli,2,30.0,Card,4,Cloudy,29,60
8226752895,2025-10-29,12:35,Dosa,3,45.0,Card,3,Sunny,37,135
8727919409,2025-10-16,11:45,Maggi,2,35.0,Mobile Payment,3,Rainy,27,70
9701065133,2025-10-18,14:25,Coffee,1,25.0,Card,3,Rainy,26,25
6305486874,2025-10-30,13:45,Drink,2,15.0,Card,3,Sunny,34,30
6803397401,2025-10-01,14:00,Burger,1,55.0,Card,3,Sunny,35,55
8467854458,2025-10-23,11:15,Salad,2,50.0,Cash,3,Sunny,38,100
8419866524,2025-10-15,13:00,Tea,3,10.0,Cash,5,Rainy,23,30
9390219620,2025-10-01,11:25,Burger,2,55.0,Cash,4,Sunny,36,110
8654214066,2025-10-22,12:35,Idli,1,30.0,Card,2,Cloudy,28,30
8394237333,2025-10-17,12:30,Dosa,1,45.0,Cash,3,Sunny,38,45
6384983022,2025-10-28,11:20,Salad,1,50.0,Cash,2,Sunny,31,50
6595148465,2025-10-14,14:45,Samosa,2,20.0,Card,3,Rainy,26,40
7067383028,2025-10-05,12:10,Maggi,1,35.0,Cash,4,Cloudy,32,35
6531003309,2025-10-20,14:30,Samosa,1,20.0,Cash,2,Sunny,35,20
8135427849,2025-10-28,12:35,Salad,1,50.0,Cash,1,Sunny,30,50
6267888610,2025-10-31,14:40,Tea,2,10.0,Cash,5,Sunny,37,20
7036541458,2025-10-17,12:05,Tea,4,10.0,Cash,3,Sunny,34,40
6799313656,2025-10-23,13:20,Tea,2,10.0,Cash,3,Sunny,36,20
7494466574,2025-10-27,13:25,Dosa,1,45.0,Cash,5,Cloudy,24,45
6030756220,2025-10-25,12:05,Dosa,1,45.0,Card,3,Sunny,36,45
6607337543,2025-10-12,14:55,Idli,1,30.0,Card,5,Sunny,31,30
7982258713,2025-10-29,14:30,Coffee,1,25.0,Cash,4,Cloudy,28,25
7938700516,2025-10-19,12:10,Drink,2,15.0,Mobile Payment,4,Rainy,21,30
6246299606,2025-10-20,14:10,Coffee,2,25.0,Cash,4,Rainy,22,50
7075011024,2025-10-25,13:45,Sandwich,1,45.0,Mobile Payment,4,Sunny,37,45
8423511615,2025-10-31,14:30,Idli,3,30.0,Card,4,Cloudy,25,90
7689980940,2025-10-29,13:55,Coffee,3,25.0,Mobile Payment,4,Rainy,25,75
7248086131,2025-10-23,12:10,Burger,1,55.0,Card,3,Cloudy,28,55
9357438421,2025-10-06,12:00,Samosa,1,20.0,Card,2,Sunny,31,20
6219136193,2025-10-12,13:25,Maggi,1,35.0,Mobile Payment,4,Sunny,34,35
9810801326,2025-10-18,13:30,Samosa,1,20.0,Card,5,Rainy,21,20
7323098215,2025-10-27,12:10,Burger,1,55.0,Mobile Payment,5,Sunny,35,55
9772522872,2025-10-10,13:20,Samosa,1,20.0,Card,3,Sunny,34,20
8103697117,2025-10-26,12:55,Maggi,1,35.0,Card,3,Sunny,34,35
7324876329,2025-10-29,12:10,Sandwich,1,45.0,Mobile Payment,3,Sunny,38,45
9213721386,2025-10-06,12:15,Dosa,1,45.0,Card,4,Cloudy,27,45
7482477109,2025-10-12,13:35,Burger,1,55.0,Cash,3,Sunny,36,55
7927524372,2025-10-14,13:45,Tea,2,10.0,Cash,3,Sunny,32,20
7856770051,2025-10-27,11:05,Sandwich,1,45.0,Cash,5,Rainy,21,45
9909738468,2025-10-30,14:20,Coffee,1,25.0,Cash,2,Rainy,20,25
8346247510,2025-10-27,14:00,Dosa,1,45.0,Card,4,Rainy,25,45
8925556258,2025-10-02,12:00,Dosa,2,45.0,Card,3,Sunny,33,90
6278681447,2025-10-05,13:45,Sandwich,2,45.0,Mobile Payment,4,Cloudy,29,90
6461872346,2025-10-22,12:45,Tea,1,10.0,Card,3,Sunny,37,10
7445107622,2025-10-26,11:35,Coffee,1,25.0,Card,3,Rainy,21,25
8647292931,2025-10-15,11:20,Sandwich,1,45.0,Cash,3,Rainy,24,45
9376311656,2025-10-21,14:40,Idli,2,30.0,Mobile Payment,3,Cloudy,30,60
7825867362,2025-10-21,14:20,Coffee,1,25.0,Mobile Payment,4,Cloudy,27,25
7611178006,2025-10-29,12:30,Burger,1,55.0,Cash,3,Sunny,34,55
9810801326,2025-10-18,12:35,Coffee,2,25.0,Card,4,Sunny,37,50
6318699938,2025-10-01,14:30,Sandwich,1,45.0,Cash,3,Sunny,38,45
8155216674,2025-10-10,12:00,Burger,1,55.0,Mobile Payment,1,Cloudy,26,55
6803397401,2025-10-11,14:40,Maggi,1,35.0,Card,4,Cloudy,29,35
6751830469,2025-10-02,14:25,Samosa,1,20.0,Cash,4,Cloudy,31,20
7521818835,2025-10-27,14:40,Maggi,3,35.0,Card,1,Cloudy,25,105
7204899642,2025-10-19,13:55,Salad,1,50.0,Cash,5,Sunny,31,50
6803397401,2025-10-10,11:15,Burger,2,55.0,Card,5,Sunny,34,110
9189141173,2025-10-06,12:25,Idli,2,30.0,Mobile Payment,3,Rainy,26,60
9153051522,2025-10-25,13:00,Maggi,1,35.0,Mobile Payment,4,Cloudy,30,35
7094940792,2025-10-01,14:55,Dosa,1,45.0,Cash,4,Sunny,34,45
6624731498,2025-10-13,11:10,Tea,1,10.0,Cash,3,Sunny,36,10
7094077780,2025-10-11,12:10,Coffee,2,25.0,Cash,5,Cloudy,26,50
7927129666,2025-10-16,13:50,Tea,2,10.0,Mobile Payment,5,Cloudy,30,20
7252500292,2025-10-20,13:20,Tea,1,10.0,Cash,5,Cloudy,25,10
7753269731,2025-10-26,11:05,Drink,1,15.0,Cash,3,Sunny,33,15
9289002877,2025-10-26,11:30,Idli,1,30.0,Cash,3,Cloudy,27,30
6803397401,2025-10-17,11:55,Idli,2,30.0,Mobile Payment,3,Cloudy,28,60
9271286391,2025-10-05,11:10,Tea,1,10.0,Card,3,Sunny,34,10
8335048889,2025-10-12,12:25,Burger,1,55.0,Mobile Payment,3,Cloudy,32,55
7416518275,2025-10-01,13:50,Salad,2,50.0,Cash,4,Sunny,36,100
9851612275,2025-10-25,11:40,Idli,1,30.0,Mobile Payment,3,Sunny,37,30
6634615717,2025-10-09,14:20,Dosa,1,45.0,Card,3,Cloudy,24,45
7293183933,2025-10-15,11:10,Salad,2,50.0,Cash,3,Cloudy,24,100
6477053833,2025-10-19,13:55,Dosa,1,45.0,Cash,3,Cloudy,27,45
9136959440,2025-10-15,13:10,Dosa,2,45.0,Cash,4,Sunny,32,90
8114262582,2025-10-02,11:05,Tea,1,10.0,Card,3,Sunny,33,10
6270790320,2025-10-24,13:25,Salad,2,50.0,Cash,2,Sunny,31,100
7235697252,2025-10-01,13:00,Idli,1,30.0,Mobile Payment,3,Sunny,34,30
8257775478,2025-10-25,14:35,Maggi,1,35.0,Mobile Payment,5,Sunny,30,35
7578452182,2025-10-10,12:45,Sandwich,2,45.0,Mobile Payment,3,Rainy,21,90
9870021765,2025-10-26,12:40,Maggi,2,35.0,Mobile Payment,4,Sunny,35,70
9674783667,2025-10-18,12:40,Coffee,1,25.0,Cash,2,Sunny,32,25
7748969108,2025-10-31,11:10,Burger,3,55.0,Card,3,Rainy,27,165
9218501631,2025-10-17,13:20,Idli,2,30.0,Cash,5,Sunny,30,60
8925556258,2025-10-27,13:25,Salad,3,50.0,Card,4,Cloudy,28,150
9696393827,2025-10-20,14:05,Drink,1,15.0,Mobile Payment,4,Sunny,38,15
7872624731,2025-10-12,12:05,Samosa,1,20.0,Card,5,Sunny,30,20
8981829922,2025-10-12,14:05,Samosa,2,20.0,Cash,5,Cloudy,32,40
6537147321,2025-10-25,11:15,Burger,1,55.0,Cash,5,Sunny,38,55
8743503136,2025-10-20,12:45,Idli,2,30.0,Card,5,Rainy,25,60
6801006231,2025-10-17,12:50,Sandwich,4,45.0,Cash,4,Cloudy,28,180
8940781618,2025-10-29,12:50,Tea,2,10.0,Mobile Payment,4,Rainy,23,20
8137098593,2025-10-12,12:25,Dosa,1,45.0,Card,3,Sunny,30,45
7945116868,2025-10-12,11:10,Idli,2,30.0,Cash,5,Sunny,33,60
9991183842,2025-10-09,14:30,Idli,2,30.0,Mobile Payment,4,Sunny,35,60
7929842579,2025-10-02,14:35,Sandwich,1,45.0,Cash,5,Sunny,34,45
6559428434,2025-10-31,12:15,Drink,2,15.0,Card,5,Sunny,32,30
9218501631,2025-10-13,11:00,Burger,2,55.0,Cash,4,Cloudy,27,110
8789611836,2025-10-25,11:15,Idli,1,30.0,Mobile Payment,2,Rainy,25,30
8981829922,2025-10-28,11:35,Tea,2,10.0,Cash,4,Rainy,27,20
6020539502,2025-10-25,14:30,Salad,3,50.0,Mobile Payment,3,Cloudy,30,150
7303070534,2025-10-23,13:55,Maggi,1,35.0,Cash,3,Cloudy,29,35
6826886153,2025-10-27,11:45,Drink,2,15.0,Card,1,Rainy,20,30
6826199062,2025-10-29,14:55,Tea,2,10.0,Card,3,Sunny,31,20
8290422842,2025-10-02,14:50,Sandwich,1,45.0,Cash,4,Rainy,24,45
7872624731,2025-10-13,14:20,Sandwich,1,45.0,Cash,4,Sunny,31,45
9279855241,2025-10-31,12:20,Maggi,1,35.0,Card,3,Cloudy,27,35
6624731498,2025-10-08,12:50,Sandwich,1,45.0,Cash,3,Rainy,27,45
7076810409,2025-10-13,14:55,Drink,1,15.0,Card,4,Sunny,35,15
7168739774,2025-10-20,11:35,Maggi,1,35.0,Cash,4,Rainy,26,35
8286047658,2025-10-21,13:25,Drink,2,15.0,Cash,2,Sunny,36,30
6572025909,2025-10-04,11:55,Burger,2,55.0,Mobile Payment,4,Sunny,31,110
7086780856,2025-10-07,12:15,Tea,1,10.0,Card,5,Cloudy,28,10
6834738299,2025-10-13,14:50,Tea,1,10.0,Cash,3,Cloudy,25,10
9975736609,2025-10-15,14:30,Sandwich,2,45.0,Cash,3,Sunny,34,90
6043973598,2025-10-26,11:45,Sandwich,1,45.0,Card,4,Sunny,36,45
6014388899,2025-10-29,13:50,Idli,2,30.0,Cash,5,Cloudy,28,60
8168784991,2025-10-27,12:45,Dosa,2,45.0,Cash,4,Cloudy,27,90
9605583034,2025-10-08,13:20,Samosa,1,20.0,Card,3,Rainy,22,20
6877661830,2025-10-30,12:20,Burger,1,55.0,Cash,3,Sunny,33,55
8743503136,2025-10-14,13:35,Salad,2,50.0,Mobile Payment,4,Cloudy,28,100
7580010618,2025-10-18,11:45,Tea,1,10.0,Card,4,Sunny,32,10
8869594636,2025-10-14,11:05,Drink,1,15.0,Cash,3,Rainy,27,15
8798515832,2025-10-26,12:05,Coffee,1,25.0,Mobile Payment,1,Rainy,23,25
7638380657,2025-10-18,11:45,Maggi,1,35.0,Mobile Payment,4,Sunny,35,35
9716701450,2025-10-23,12:10,Maggi,1,35.0,Card,3,Cloudy,24,35
6600780686,2025-10-30,13:15,Drink,1,15.0,Mobile Payment,5,Cloudy,27,15
8958887947,2025-10-17,13:15,Maggi,1,35.0,Cash,5,Sunny,36,35
9801824225,2025-10-08,12:20,Burger,1,55.0,Card,3,Sunny,36,55
7689980940,2025-10-30,14:50,Maggi,1,35.0,Card,4,Sunny,34,35
9189490580,2025-10-13,11:00,Salad,2,50.0,Cash,5,Sunny,33,100
9138782931,2025-10-28,11:00,Samosa,1,20.0,Card,1,Sunny,37,20
8344375758,2025-10-14,13:45,Dosa,1,45.0,Cash,5,Sunny,32,45
8241541520,2025-10-18,14:30,Sandwich,2,45.0,Card,3,Sunny,32,90
7347212281,2025-10-16,12:15,Burger,1,55.0,Mobile Payment,5,Sunny,37,55
8005281273,2025-10-14,13:55,Salad,1,50.0,Cash,4,Sunny,37,50
7794738347,2025-10-24,13:00,Salad,1,50.0,Cash,5,Cloudy,30,50
6137995635,2025-10-13,11:55,Coffee,1,25.0,Cash,4,Rainy,23,25
6518203778,2025-10-04,12:50,Tea,2,10.0,Cash,5,Cloudy,25,20
9528168505,2025-10-10,14:50,Salad,1,50.0,Cash,3,Rainy,22,50
8999650477,2025-10-23,13:30,Coffee,2,25.0,Cash,3,Sunny,38,50
6581995604,2025-10-11,14:20,Salad,2,50.0,Mobile Payment,4,Cloudy,25,100
6124903521,2025-10-06,13:50,Maggi,1,35.0,Cash,4,Sunny,37,35
9429671756,2025-10-23,13:10,Burger,1,55.0,Card,3,Rainy,24,55
9632663416,2025-10-25,11:55,Burger,1,55.0,Cash,5,Rainy,28,55
9459615865,2025-10-05,13:10,Samosa,2,20.0,Card,3,Sunny,36,40
6627204653,2025-10-25,14:10,Salad,1,50.0,Card,4,Sunny,33,50
9133959629,2025-10-25,13:35,Dosa,1,45.0,Cash,1,Cloudy,27,45
6846386557,2025-10-15,11:55,Dosa,2,45.0,Cash,4,Rainy,21,90
9376311656,2025-10-31,11:40,Dosa,1,45.0,Card,3,Rainy,27,45
8544432830,2025-10-08,14:50,Coffee,1,25.0,Mobile Payment,4,Cloudy,27,25
6461872346,2025-10-06,12:05,Tea,2,10.0,Mobile Payment,4,Sunny,36,20
7076810409,2025-10-07,11:50,Idli,2,30.0,Cash,5,Sunny,30,60
9774964990,2025-10-16,13:10,Salad,2,50.0,Cash,2,Sunny,33,100
6826886153,2025-10-09,11:40,Tea,1,10.0,Cash,3,Sunny,33,10
9517016608,2025-10-22,11:35,Samosa,1,20.0,Cash,2,Cloudy,26,20
8512567468,2025-10-08,13:00,Burger,1,55.0,Mobile Payment,1,Sunny,38,55
8102726149,2025-10-29,14:40,Salad,1,50.0,Mobile Payment,4,Sunny,35,50
9883171210,2025-10-10,11:20,Samosa,1,20.0,Cash,3,Sunny,34,20
7235697252,2025-10-06,11:45,Salad,2,50.0,Card,5,Cloudy,31,100
8005281273,2025-10-04,14:50,Maggi,1,35.0,Mobile Payment,1,Sunny,36,35
7794738347,2025-10-31,12:45,Dosa,1,45.0,Card,3,Sunny,37,45
7793714521,2025-10-30,14:10,Dosa,2,45.0,Card,5,Cloudy,24,90
7752431069,2025-10-08,13:05,Samosa,1,20.0,Cash,4,Sunny,33,20
6143634957,2025-10-18,14:05,Coffee,2,25.0,Cash,5,Sunny,36,50
7983684577,2025-10-03,11:15,Drink,1,15.0,Card,4,Cloudy,27,15
8842199330,2025-10-07,14:35,Maggi,1,35.0,Cash,3,Sunny,38,35
7347212281,2025-10-07,12:45,Tea,3,10.0,Card,4,Cloudy,32,30
6934667665,2025-10-06,11:05,Salad,2,50.0,Mobile Payment,5,Sunny,38,100
9954538179,2025-10-13,14:55,Samosa,2,20.0,Cash,4,Sunny,30,40
7168739774,2025-10-18,11:20,Sandwich,1,45.0,Card,4,Rainy,27,45
9946954899,2025-10-26,14:45,Drink,1,15.0,Mobile Payment,1,Sunny,36,15
7524191380,2025-10-15,14:55,Coffee,1,25.0,Cash,4,Rainy,25,25
9384066658,2025-10-14,12:20,Idli,1,30.0,Cash,3,Cloudy,30,30
7004786863,2025-10-10,14:25,Sandwich,1,45.0,Card,2,Rainy,28,45
8135427849,2025-10-06,12:35,Samosa,1,20.0,Cash,4,Sunny,37,20
9410119470,2025-10-10,12:45,Dosa,1,45.0,Mobile Payment,5,Sunny,31,45
9517016608,2025-10-05,11:15,Sandwich,2,45.0,Cash,4,Sunny,35,90
9146112545,2025-10-08,12:35,Dosa,2,45.0,Card,5,Sunny,32,90
6843256216,2025-10-24,11:40,Burger,2,55.0,Cash,3,Sunny,32,110
7584143842,2025-10-16,11:25,Dosa,1,45.0,Mobile Payment,4,Cloudy,28,45
9870021765,2025-10-14,11:05,Idli,1,30.0,Mobile Payment,4,Sunny,33,30
6012269166,2025-10-30,14:05,Samosa,1,20.0,Card,4,Rainy,23,20
9133959629,2025-10-21,11:55,Tea,1,10.0,Cash,4,Sunny,32,10
8543937690,2025-10-20,14:15,Dosa,1,45.0,Mobile Payment,2,Rainy,22,45
6826199062,2025-10-28,13:00,Drink,1,15.0,Cash,4,Rainy,25,15
8322259136,2025-10-04,11:25,Drink,4,15.0,Cash,3,Sunny,31,60
9468723430,2025-10-14,11:50,Dosa,1,45.0,Cash,3,Cloudy,32,45
9528168505,2025-10-12,14:10,Burger,1,55.0,Cash,4,Sunny,33,55
6502099451,2025-10-07,11:15,Salad,3,50.0,Mobile Payment,2,Sunny,35,150
6422325367,2025-10-10,13:45,Sandwich,2,45.0,Card,3,Sunny,35,90
7400842710,2025-10-23,14:30,Samosa,2,20.0,Mobile Payment,3,Rainy,25,40
6801006231,2025-10-21,12:00,Salad,1,50.0,Mobile Payment,3,Sunny,31,50
9533963605,2025-10-02,11:15,Idli,1,30.0,Card,3,Sunny,31,30
7004786863,2025-10-21,12:35,Coffee,1,25.0,Mobile Payment,5,Sunny,30,25
8940781618,2025-10-16,11:35,Burger,2,55.0,Card,3,Sunny,36,110
9872774348,2025-10-22,14:15,Tea,1,10.0,Card,5,Sunny,31,10
8286047658,2025-10-05,12:25,Samosa,3,20.0,Card,3,Rainy,25,60
9683272386,2025-10-27,14:30,Sandwich,1,45.0,Mobile Payment,5,Cloudy,25,45
6878141413,2025-10-31,13:35,Maggi,1,35.0,Card,5,Sunny,35,35
7677345401,2025-10-11,14:30,Idli,1,30.0,Card,4,Cloudy,31,30
9100219467,2025-10-09,11:55,Maggi,1,35.0,Card,4,Rainy,26,35
9921244717,2025-10-17,14:25,Burger,1,55.0,Card,1,Sunny,30,55
9935978207,2025-10-02,13:05,Burger,1,55.0,Cash,1,Sunny,37,55
7219719975,2025-10-16,11:40,Dosa,1,45.0,Cash,3,Cloudy,27,45
9872774348,2025-10-31,13:30,Burger,2,55.0,Cash,4,Sunny,34,110
9271286391,2025-10-27,14:00,Samosa,1,20.0,Mobile Payment,4,Sunny,36,20
9933410166,2025-10-17,14:20,Coffee,3,25.0,Card,3,Sunny,38,75
8554384046,2025-10-03,11:40,Salad,2,50.0,Mobile Payment,3,Rainy,21,100
6100225579,2025-10-28,12:05,Coffee,1,25.0,Cash,4,Sunny,37,25
7910371705,2025-10-08,14:50,Dosa,3,45.0,Card,3,Cloudy,28,135
6541152621,2025-10-30,14:10,Coffee,4,25.0,Mobile Payment,4,Cloudy,30,100
9868011280,2025-10-30,14:45,Maggi,1,35.0,Cash,3,Sunny,37,35
7165585239,2025-10-29,12:20,Samosa,2,20.0,Cash,4,Sunny,33,40
8317139005,2025-10-05,12:35,Coffee,1,25.0,Cash,4,Sunny,34,25
6364622517,2025-10-21,12:10,Maggi,1,35.0,Cash,2,Rainy,28,35
7713611155,2025-10-25,11:50,Idli,2,30.0,Cash,3,Sunny,31,60
9357438421,2025-10-09,12:30,Burger,1,55.0,Cash,3,Sunny,36,55
7330958498,2025-10-25,12:30,Coffee,2,25.0,Card,3,Rainy,20,50
7613407451,2025-10-14,13:20,Coffee,1,25.0,Mobile Payment,3,Sunny,30,25
7165585239,2025-10-11,12:50,Tea,2,10.0,Cash,3,Cloudy,28,20
7153136363,2025-10-08,14:40,Dosa,1,45.0,Mobile Payment,5,Cloudy,25,45
9558556659,2025-10-14,14:20,Coffee,1,25.0,Card,4,Cloudy,25,25
8512567468,2025-10-26,11:05,Sandwich,2,45.0,Card,4,Sunny,37,90
6738168460,2025-10-09,13:35,Salad,2,50.0,Mobile Payment,5,Sunny,35,100
7788165803,2025-10-25,14:15,Burger,1,55.0,Cash,2,Cloudy,27,55
9468723430,2025-10-20,11:40,Samosa,1,20.0,Mobile Payment,2,Cloudy,27,20
7910371705,2025-10-20,14:50,Dosa,1,45.0,Card,5,Rainy,27,45
9765277584,2025-10-30,12:55,Dosa,3,45.0,Card,3,Sunny,37,135
9872774348,2025-10-26,12:15,Dosa,1,45.0,Card,3,Sunny,34,45
7927524372,2025-10-02,13:20,Dosa,2,45.0,Cash,3,Sunny,34,90
